q,"confidence_(0.5, 0.55]","confidence_(0.55, 0.6]","confidence_(0.6, 0.65]","confidence_(0.65, 0.7]","confidence_(0.7, 0.75]","confidence_(0.75, 0.8]","confidence_(0.8, 0.85]","confidence_(0.85, 0.9]","confidence_(0.9, 0.95]","confidence_(0.95, 1.0]","sc_(0.0, 0.05]","sc_(0.05, 0.1]","sc_(0.1, 0.15]","sc_(0.15, 0.2]","sc_(0.2, 0.25]","sc_(0.25, 0.3]","sc_(0.3, 0.35]","sc_(0.35, 0.4]","sc_(0.4, 0.45]","sc_(0.45, 0.5]","sc_(0.5, 0.55]","sc_(0.55, 0.6]","sc_(0.6, 0.65]","sc_(0.65, 0.7]","sc_(0.7, 0.75]","sc_(0.75, 0.8]","sc_(0.8, 0.85]","sc_(0.85, 0.9]","sc_(0.9, 0.95]","sc_(0.95, 1.0]",number_of_participants,own_percentage,mean_sc,std_sc,min_sc,p25_sc,p50_sc,p75_sc,max_sc,mean_conf,std_conf,min_conf,p25_conf,p50_conf,p75_conf,max_conf,skew_own,skew_sc,skew_conf,skew_row_average,skew_row_skew,minority_percentage,real_expert_number,P_expert_number_rT,P_expert_number_rF,MEAN_P_expert_rT,MEAN_P_expert_rF,prelec_prediction,majority_prediction,x0_dermatology,x0_state,x0_trivia_Beijing,x0_trivia_Berlin,x0_trivia_Boer,x0_trivia_Borneo,x0_trivia_Georgia,x0_trivia_Greek,x0_trivia_Memphis,x0_trivia_Ocean,x0_trivia_Rosetta,x0_trivia_Tin,x0_trivia_africa,x0_trivia_alex,x0_trivia_alpha,x0_trivia_anagram,x0_trivia_andes,x0_trivia_aorta,x0_trivia_atlantic,x0_trivia_baikal,x0_trivia_bigben,x0_trivia_billy,x0_trivia_birm,x0_trivia_brass,x0_trivia_china,x0_trivia_churchil,x0_trivia_constant,x0_trivia_cow,x0_trivia_custer,x0_trivia_cyprus,x0_trivia_death,x0_trivia_dot,x0_trivia_ecuador,x0_trivia_eggs,x0_trivia_einstein,x0_trivia_euro,x0_trivia_faroe,x0_trivia_femur,x0_trivia_fluffy,x0_trivia_french,x0_trivia_hydrogen,x0_trivia_iberian,x0_trivia_indiana,x0_trivia_insects,x0_trivia_iron,x0_trivia_japan,x0_trivia_jhb,x0_trivia_joan,x0_trivia_jupiter,x0_trivia_khan,x0_trivia_kili,x0_trivia_kyrgyz,x0_trivia_landl,x0_trivia_leg,x0_trivia_leptons,x0_trivia_letters,x0_trivia_lincoln,x0_trivia_living,x0_trivia_louis,x0_trivia_macbeth,x0_trivia_moldova,x0_trivia_mozam,x0_trivia_muon,x0_trivia_nero,x0_trivia_newz,x0_trivia_nigeria,x0_trivia_nile,x0_trivia_nitrogen,x0_trivia_norway,x0_trivia_red,x0_trivia_riverSA,x0_trivia_rocket,x0_trivia_rome,x0_trivia_russian,x0_trivia_sahara,x0_trivia_station,x0_trivia_uranus,x0_trivia_vjday,x0_trivia_widow,x0_trivia_wu,x0_trivia_year,x0_trivia_zip,actual
Jupiter was first discovered by Galileo Galilei,-0.3509404590562663,2.477188093133869,-0.2606936229533505,0.747128625027408,-0.31698338899620826,-0.3747254262433348,-0.2794045713622833,-0.6657283118810685,-0.27173375006901496,-0.9315455110436252,-0.15578132086241597,-0.5181309256890293,-0.19842337779658728,1.0900873410992722,0.8232716768774668,-0.39435351906224914,-0.653149892690036,0.3234797386917803,-0.46637520303344826,0.6991414206650978,0.2873997549497297,1.0615019171625986,0.24389336713138962,-0.11002256847261645,1.4860633346371275,-0.516611428513225,0.33876602337299905,-0.4167020726095085,-0.4541542867996389,-0.5291475070250096,1.1039974840887428,0.7447591323301839,-0.6459570533832667,-0.2007292379192206,-0.1506351877897547,-0.4901247268766224,-0.42879075562000185,-0.6033570609835344,-0.982662674325019,-1.2847863961882227,-0.31769006330280214,-0.6023134719216585,-1.148280890034562,-1.1534614582682647,-1.442962011330804,-2.3195598769300743,-0.5366476423997749,0.18991846553789432,0.890447166570489,-0.11619091006735023,0.3940633387663166,-0.2958074699027397,1.2005953323655707,1.065341008631978,0.8195672369827138,0.505714334906594,1.090229872538178,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Kansas,-0.3509404590562663,0.41946413874598937,-0.2606936229533505,0.019961769007540073,2.8528505009658742,-1.3995108297359045,2.5146411422605497,-0.8073857556832402,-0.27173375006901496,0.7476170957195335,-0.15578132086241597,-0.5181309256890293,-0.19842337779658728,0.3810593846687259,-0.4983110705769795,2.4501431704324146,3.1126351274658215,3.72926125908225,-0.46637520303344826,0.06606095405580195,1.6128891079389667,-0.657442455298971,-0.6998146363418264,-0.683499276727567,0.09721909665850365,-0.7165195056932168,2.6336326333191225,-0.30569147326917656,-0.4541542867996389,-0.5291475070250096,0.12439408271422414,-0.2340553022139925,-1.0170939854830883,0.4133957084595096,-0.15063518778975457,-1.2737272593782643,-1.1699105801484055,-0.6033570609835334,-0.982662674325017,-0.12349899535539141,1.6970357147169641,-0.6023134719216585,-0.4613730794455907,-0.46118679054510286,1.0717435685817995,0.3716421902263667,0.18695457018144915,0.98853698964936,0.1513712453802272,0.9039505722026444,-0.569497098629708,1.392605113648993,0.8942465841313424,-0.7835979319689756,1.965869652172618,2.251467929378672,-0.7711382025270039,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Kentucky,-0.3509404590562663,0.07651014634800966,2.3462426065801547,0.39808853413787126,-0.31698338899620826,0.4171542037281966,2.5146411422605497,-0.5443076457649213,-0.27173375006901496,-0.015638634627356603,-0.15578132086241597,-0.5181309256890293,-0.19842337779658728,1.4052108772906264,-0.4983110705769795,-0.39435351906224914,2.171188872426857,2.148005553186675,-0.46637520303344826,0.46752661580803806,-0.6846257705757104,-0.21928016427935512,-0.6998146363418264,-0.2693216540989914,0.09721909665850365,0.7685119247867235,0.5026850669405794,-0.666475921125255,-0.4541542867996389,-0.5291475070250096,0.12439408271422414,-0.3507946384440316,-0.8505241957192431,0.26390626936672523,-0.15063518778975457,-1.2737272593782643,-1.1699105801484055,-0.18016072562434174,-0.982662674325017,-0.2867982680573649,1.0187574674777804,-0.6023134719216585,-0.4613730794455907,-0.46118679054510286,0.23350837527759524,0.3716421902263667,0.2596032344092703,0.49365357238586277,0.204384283456905,0.6394020343953162,-0.47289313632024027,1.392605113648993,-0.6374971570397988,-0.7835979319689756,-0.6542501539757344,-0.6581213947414579,-0.7711382025270039,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Lake Baikal is the deepest lake in the world.,-0.3509404590562663,0.7360370548056632,-0.2606936229533505,-0.21273162491881822,-0.31698338899620826,-0.3747254262433348,-0.2794045713622833,-0.8883328664273383,-0.27173375006901496,-0.9315455110436252,-0.15578132086241597,0.8103214343953893,-0.19842337779658728,0.22349761657304876,-0.4983110705769795,2.0125282951255428,0.14345847695831823,-1.0145058586044753,0.6883158141233207,1.2086939913506285,0.2873997549497297,0.6907492093767699,4.018725381024253,0.24043541990540893,-0.805529658027602,-0.8307526926532123,-0.5627887162486921,-1.0272603689813333,-0.4541542867996389,-0.5291475070250096,1.1039974840887428,0.05330306389071988,-1.0299070462341544,-0.8512923018595918,-0.690454120142118,-0.4901247268766224,-1.1699105801484055,-1.1111926634145535,-2.786501499571956,-1.6659624173493177,-0.2844966432377988,-0.6023134719216585,-1.148280890034562,-1.8457361259914336,-1.8620796079829032,-2.3195598769300743,0.006304583789184606,-0.5983276509585775,1.342908399747757,0.31268787527827746,-1.3661459550058153,0.8969243551750933,-0.6374971570397988,0.2435903683648875,-0.6542501539757344,-0.6581213947414579,0.26295517250920825,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Leptons are made up of quarks,-0.3509404590562663,0.44584521508429553,-0.2606936229533505,0.10722179172992374,-0.31698338899620826,-1.143314478862762,-0.2794045713622833,-0.6657283118810685,-0.27173375006901496,-0.9315455110436252,-0.15578132086241597,-0.5181309256890293,-0.19842337779658728,0.22349761657304876,-0.4983110705769795,2.0125282951255428,-0.653149892690036,0.9924725373399083,0.6883158141233207,2.2277991327216893,1.2594252804751698,-0.0507562061948878,-0.6998146363418264,-1.5118545219847184,0.7221990037488842,-0.8307526926532123,0.33876602337299905,-0.7219812207954208,-0.4541542867996389,-0.5291475070250096,1.1039974840887428,-0.6381530045487441,-1.1003788803650105,-0.9307884781964149,-0.1506351877897547,-0.4901247268766224,-1.1699105801484055,-1.8729460670610925,-0.982662674325019,-1.7612564226395906,-0.3163553611245654,-0.6023134719216585,-1.148280890034562,-1.8457361259914336,-2.281197204634997,-2.3195598769300743,0.44025322080153484,1.4815927981489256,1.6760717321864613,0.621723034957509,-1.3814133645247535,0.8969243551750933,-0.6374971570397988,2.5034046290993865,-0.6542501539757344,1.669550064554646,2.5379605975888753,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Louisiana,-0.3509404590562663,0.07651014634800966,-0.2606936229533505,-0.7362917612531232,-0.31698338899620826,-0.4911783130038539,-0.2794045713622833,-0.018151425928283758,2.731639277009571,1.5108728260664241,-0.15578132086241597,2.6218473799650517,-0.19842337779658728,3.4535138625344275,1.0635594491419118,-0.39435351906224914,-0.653149892690036,0.5667498472910998,0.8982596354245517,0.06606095405580195,-0.6846257705757104,-1.095604746318587,-0.6998146363418264,0.14485596852958438,0.09721909665850365,0.3972540671667381,-0.5627887162486921,0.4158774224429803,0.7402977391762898,-0.5291475070250096,0.12439408271422414,-0.5842733109041105,-0.844780409865312,1.7235813130012614,-0.9603635863182999,-1.2737272593782643,-1.1699105801484055,0.24303560973484992,-0.08074326170153533,0.9210532489968438,0.7999266179256629,-0.6023134719216585,0.9124425417323526,1.2694998787628138,1.0717435685817995,0.3716421902263667,0.40693750499522463,0.14429706390994973,-0.935242353822258,1.4463212433948809,-0.7567073648492053,0.9898644973889468,-0.6374971570397988,-0.7835979319689756,-0.6542501539757344,-0.6581213947414579,-0.7711382025270039,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Maine,-0.3509404590562663,1.1053721235419494,-0.2606936229533505,-0.3581649961227916,-0.31698338899620826,-0.4911783130038539,-0.2794045713622833,-1.3335419755198779,-0.27173375006901496,0.7476170957195335,-0.15578132086241597,-0.5181309256890293,-0.19842337779658728,1.4052108772906264,1.0635594491419118,-0.39435351906224914,-0.653149892690036,0.5667498472910998,-0.46637520303344826,-0.3354047076964344,3.9104039864536437,0.6570444177598763,-0.6998146363418264,0.9732112137867356,0.9999678513446094,-0.3452616480732317,0.5026850669405794,-0.30569147326917656,-0.4541542867996389,-0.5291475070250096,0.12439408271422414,-0.000576629753913563,-0.4714343293601421,-0.009524874090272716,-0.15063518778975457,-0.4901247268766224,-0.42879075562000346,-0.6033570609835334,-0.982662674325017,-0.340292857390764,1.7912940104457309,-0.6023134719216585,-1.148280890034562,-0.46118679054510286,1.0717435685817995,0.3716421902263667,0.03962029959549464,-0.06993744994938177,0.40449023713601334,0.465985895841605,-0.07143919410315723,0.9898644973889468,1.2005953323655707,-0.7835979319689756,1.638354676404074,1.669550064554646,-0.7711382025270039,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Malignant Melanoma- 2349 019474HB.jpg,-0.3509404590562663,-1.2953058232439107,-0.2606936229533505,-0.9934179615417489,-0.31698338899620826,0.1991543997125042,-0.2794045713622833,0.0555104448488455,-0.27173375006901496,-0.12554745979730897,-0.15578132086241597,-0.5181309256890293,-0.19842337779658728,-0.6430921079531746,-0.4983110705769795,-0.39435351906224914,-0.653149892690036,-1.0145058586044753,-0.46637520303344826,-1.0741015253205493,-0.6846257705757104,-0.95539281319231,-0.6998146363418264,0.12828886362444086,-0.805529658027602,-0.9689748488748066,-0.5627887162486921,0.8776815156987602,-0.4541542867996389,0.42890745715930473,-1.1817437857851338,1.6337740774666374,1.5410998679192234,-0.41671636925972944,1.4688216092673352,1.0770803381266638,1.794568717965202,1.0894282804532258,0.8211761509219503,1.0737402347460399,-0.9343430923887738,1.4214597937351172,0.9124425417323503,0.9233625449012347,1.0717435685817995,0.3716421902263667,0.2232789022953597,-0.10703634199956384,-0.16030040896975498,-1.8428569171967144,0.5539904177807657,-1.8293198164313798,-0.6374971570397988,-0.7835979319689756,-0.6542501539757344,-0.6581213947414579,-0.7711382025270039,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Malignant melanoma 2074 -019672HB.jpg,-0.3509404590562663,-1.2953058232439107,-0.2606936229533505,1.0030913583464018,-0.31698338899620826,-0.6001782150117001,-0.2794045713622833,0.0555104448488455,-0.27173375006901496,-0.5285464854204671,-0.15578132086241597,-0.5181309256890293,-0.19842337779658728,-0.6430921079531746,-0.4983110705769795,-0.39435351906224914,-0.653149892690036,0.02912290728660418,-0.46637520303344826,-0.8091341885640733,-0.6846257705757104,0.20135563509947574,-0.6998146363418264,-0.9651400601149986,-0.805529658027602,0.011145895241953623,-0.5627887162486921,-0.07478942664128652,-0.4541542867996389,-0.20979585229690476,-1.1817437857851338,-0.4405941278517541,0.4475714072679762,0.022389831603553824,0.9290026769149717,0.29347780562501985,0.31232906890839696,0.2430356097348471,0.8211761509219503,0.501976203004398,-0.49650586058438745,1.4214597937351172,0.22553473114337902,0.23108787717806673,0.23350837527760177,0.3716421902263667,0.3234071909230047,0.5659275496163789,0.32910969066603896,-0.12190940380179686,-1.2127983940359195,1.237704876625901,-0.6374971570397988,-0.16728495176865776,0.3282947733298977,-0.6581213947414579,-0.15068217750527665,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Marie Antoinette was married to Louis XVI,-0.3509404590562663,1.0262288945270308,-0.2606936229533505,0.747128625027408,-0.31698338899620826,-0.3747254262433348,-0.2794045713622833,-0.8883328664273383,-0.27173375006901496,-0.6732128023108316,-0.15578132086241597,-0.5181309256890293,-0.19842337779658728,-0.6430921079531746,-0.4983110705769795,-0.39435351906224914,0.14345847695831823,0.9924725373399083,0.6883158141233207,0.5292905637699207,3.20347633152605,0.31999650159094084,2.131309374077822,-0.11002256847261645,-0.805529658027602,-0.8307526926532123,3.0434302422380726,-0.7219812207954208,-0.4541542867996389,-0.5291475070250096,1.1039974840887428,0.9423180090271733,-0.5317440808263548,-0.7886853583882281,0.6590932107387886,-0.4901247268766224,-0.7993506678842021,-0.6033570609835344,-0.982662674325019,-1.2609628948656617,0.3046975350508622,-0.6023134719216585,-1.148280890034562,-1.1534614582682647,-1.442962011330804,0.3716421902263667,-0.7699519509236251,1.1838342812171474,1.1110886853686064,-0.4048775366735727,-1.03802996164114,-0.6365879913535482,-0.3311484088055706,0.2435903683648875,-0.6542501539757344,-0.36716246232944494,0.26295517250920825,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Maryland,1.4465594531831463,-0.2664438460499705,-0.2606936229533505,-1.114418526383455,4.437767445946916,0.7199317093055464,2.5146411422605497,-0.8073857556832402,-0.27173375006901496,0.900268241788912,-0.15578132086241597,1.051858227138011,-0.19842337779658728,0.3810593846687259,1.0635594491419118,-0.39435351906224914,0.28829636234892825,-0.2238780056566877,-0.46637520303344826,-0.7368703694486706,-0.6846257705757104,-0.657442455298971,-0.6998146363418264,0.14485596852958438,0.09721909665850365,2.253543355266663,0.5026850669405794,1.1374463181551369,-0.4541542867996389,-0.28721443526129375,0.12439408271422414,0.4663807151662439,0.32695190433553706,0.9934487491306465,-0.7444360133773549,0.29347780562502157,1.0534488934368016,0.24303560973484992,0.8211761509219503,0.4564949732067612,0.9219553279755694,-0.6023134719216585,0.5689886364378647,0.23108787717806903,1.0717435685817995,0.3716421902263667,-0.2902460182916018,-0.8290729396055762,-0.42873247512341406,-0.34848645859183086,0.07100033580260305,0.18438326486885406,0.5878978358971142,-0.7835979319689756,0.9833247248669859,1.378591132142633,-0.7711382025270039,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Massachusetts,-0.3509404590562663,-1.2953058232439107,-0.2606936229533505,-1.4925452915137865,-0.31698338899620826,-1.3995108297359045,-0.2794045713622833,-1.3335419755198779,-0.27173375006901496,4.105942309245851,-0.15578132086241597,-0.5181309256890293,-0.19842337779658728,-0.6430921079531746,-0.4983110705769795,-0.39435351906224914,-0.653149892690036,-1.0145058586044753,-0.46637520303344826,-1.3390688620770252,-0.6846257705757104,-1.5337670373382029,-0.6998146363418264,-1.5118545219847184,-0.805529658027602,-1.4590352209331867,-0.5627887162486921,0.4158774224429803,6.712557869055933,4.793380071776736,0.12439408271422414,1.5170347412365977,2.7939079285966453,-0.1653296124397768,-1.2302730524944818,3.0360866693807695,2.5356885424936015,1.9358209511716007,0.8211761509219503,2.1457977942616115,-3.353470021035048,4.457119692220282,2.286258162910291,1.6156372126243996,1.0717435685817995,0.3716421902263667,-3.059705311817889,-5.801776515647909,0.1052219840773027,-1.8667913221632206,3.7176013885813917,-1.6279495083013564,-0.6374971570397988,-0.7835979319689756,-0.6542501539757344,-0.6581213947414579,-0.7711382025270039,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Memphis is the state capital of Tennessee,-0.3509404590562663,0.7360370548056632,-0.2606936229533505,1.3870354583248925,-0.31698338899620826,-0.3747254262433348,-0.2794045713622833,0.6698990153965504,-0.27173375006901496,-0.027381030478847386,-0.15578132086241597,0.8103214343953893,4.783728825574245,0.22349761657304876,2.144854424331913,-0.39435351906224914,0.9400668466066725,-1.0145058586044753,0.6883158141233207,-0.31996372070596374,0.2873997549497297,1.8030073327342566,-0.6998146363418264,-1.1613965336066927,0.7221990037488842,-0.20247016437323773,0.33876602337299905,-0.11142292442359598,1.5672260648519325,-0.11972230865564444,1.1039974840887428,-0.4405941278517541,-0.42725136125302254,1.3787907244805084,-0.690454120142118,-0.4901247268766224,-0.42879075562000185,0.24303560973485086,0.8211761509219503,0.07315317919816049,0.6007075730895342,-0.6023134719216585,-0.11791917415110889,0.23108787717806978,0.23350837527759433,0.3716421902263667,0.31502963837110726,0.20306243828357096,0.02459402337901043,0.5273841008679716,-0.18388877944415605,1.2377048766259002,-0.6374971570397988,-0.7835979319689756,-0.6542501539757344,-0.6581213947414579,-0.7711382025270039,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Michigan,-0.3509404590562663,-0.2664438460499705,-0.2606936229533505,0.019961769007540073,2.8528505009658742,-0.7939558185812042,2.5146411422605497,-0.018151425928283758,2.731639277009571,1.0529193878582896,-0.15578132086241597,-0.5181309256890293,-0.19842337779658728,3.4535138625344275,-0.4983110705769795,-0.39435351906224914,4.054081382504784,-1.0145058586044753,-0.46637520303344826,-0.9376032003247888,-0.6846257705757104,-0.657442455298971,-0.6998146363418264,-0.683499276727567,0.9999678513446094,0.3972540671667381,3.6991064165083944,0.7766618702990583,1.9347497651522185,-0.5291475070250096,0.12439408271422414,-0.11731596598395325,-0.1239352851976292,1.877756378947893,-0.42054465396593665,-2.0573297918799085,0.682888981172598,0.6662319450940388,-0.08074326170153533,0.7352299386808139,0.663002644193368,-0.6023134719216585,0.22553473114337674,0.9233625449012294,1.0717435685817995,0.3716421902263667,0.11390304692226343,-0.2058994181565101,-0.6523311261946436,0.6636116947327279,-0.46965326366468996,1.1912348055189723,1.2005953323655707,-0.7835979319689756,1.802112164288346,0.505714334906594,-0.7711382025270039,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
