,category,type,difficulty,question,correct_answer,incorrect_answers
0,Entertainment: Board Games,boolean,easy,&quot;PAYDAY: The Heist&quot; is a sequel to the board game &quot;Payday&quot;.,False,True
0,General Knowledge,boolean,medium,Fast food restaurant chains Carl&#039;s Jr. and Hardee&#039;s are owned by the same company.,True,False
0,Entertainment: Television,boolean,medium,"Like his character in &quot;Parks and Recreation&quot;, Aziz Ansari was born in South Carolina.",True,False
0,Science & Nature,boolean,hard,The chemical element Lithium is named after the country of Lithuania.,False,True
0,Entertainment: Japanese Anime & Manga,boolean,hard,Druid is a mage class in &quot;Log Horizon&quot;.,False,True
0,Entertainment: Video Games,boolean,easy,"In Heroes of the Storm, the Cursed Hollow map gimmick requires players to kill the undead to curse the enemy team.",False,True
0,Entertainment: Television,boolean,hard,The Klingon home planet is Qo&#039;noS.,True,False
0,Entertainment: Board Games,boolean,medium,&quot;Rich Uncle Pennybags&quot; from the board game &quot;Monopoly&quot; wears a monocle.,False,True
0,Entertainment: Music,boolean,hard,"Pete Townshend&#039;s solo album, &quot;White City: A Novel&quot;, is set in the metropolitan area of Chicago.",False,True
0,Entertainment: Video Games,boolean,easy,The game &quot;Pocket Morty&quot; has a Morty called &quot;Pocket Mortys Morty&quot;?,True,False
0,Vehicles,boolean,medium,The majority of Subaru vehicles are made in China.,False,True
0,Entertainment: Video Games,boolean,medium,Nintendo started out as a playing card manufacturer.,True,False
0,Entertainment: Video Games,boolean,easy,The song &quot;Megalovania&quot; by Toby Fox made its third appearence in the 2015 RPG &quot;Undertale&quot;.,True,False
0,Entertainment: Music,boolean,medium,Arcade Fire&#039;s &#039;The Suburbs&#039; won the Album of the Year award in the 2011 Grammys.,True,False
0,Entertainment: Video Games,boolean,easy,"In &quot;Mario Kart 64&quot;, Waluigi is a playable character.",False,True
0,Animals,boolean,medium,"&quot;Kamea,&quot; the Gilbertese Islander word for dog, is derived from the English phrase &quot;Come here!&quot;",True,False
0,Science & Nature,boolean,medium,A defibrillator is used to start up a heartbeat once a heart has stopped beating.,False,True
0,Science: Computers,boolean,medium,"To bypass US Munitions Export Laws, the creator of the PGP published all the source code in book form. ",True,False
0,Politics,boolean,easy,Denmark has a monarch.,True,False
0,Science: Mathematics,boolean,hard,"If you could fold a piece of paper in half 50 times, its&#039; thickness will be 3/4th the distance from the Earth to the Sun.",True,False
0,Entertainment: Video Games,boolean,easy,"Gordon Freeman, the protagonist of &quot;Half-Life&quot;, is said to have once had a ponytail.",True,False
0,Entertainment: Comics,boolean,easy,Deadpool&#039;s identity is Slade Wilson.,False,True
0,Entertainment: Japanese Anime & Manga,boolean,easy,No Game No Life first aired in 2014.,True,False
0,Geography,boolean,easy,Toronto is the capital city of the North American country of Canada.,False,True
0,General Knowledge,boolean,easy,"When you cry in space, your tears stick to your face.",True,False
0,Science: Computers,boolean,easy,The NVidia GTX 1080 gets its name because it can only render at a 1920x1080 screen resolution.,False,True
0,Animals,boolean,easy,A caterpillar has more muscles than humans do.,True,False
0,Science: Mathematics,boolean,medium,Zero factorial is equal to zero. ,False,True
0,Politics,boolean,medium,Helen Clark was the 37th Prime Minister of Australia.,False,True
0,Entertainment: Video Games,boolean,easy,Activision created Battlefield 1.,False,True
0,Geography,boolean,hard,The two largest ethnic groups of Belgium are Flemish and Walloon. ,True,False
0,Entertainment: Music,boolean,medium,"Musical artist, Future, collaborated with Kendrick Lamar for the song: &quot;Mask Off&quot;.",True,False
0,Science: Mathematics,boolean,easy,An equilateral triangle always has every angle measuring 60&deg;.,True,False
0,Entertainment: Video Games,boolean,hard,"In &quot;The Sims&quot; series, the most members in a household you can have is 8.",True,False
0,Entertainment: Film,boolean,easy,"The film &quot;2001: A Space Odyssey&quot; was released on December 31st, 2000.",False,True
0,Science: Computers,boolean,medium,The very first recorded computer &quot;bug&quot; was a moth found inside a Harvard Mark II computer.,True,False
0,General Knowledge,boolean,easy,It is automatically considered entrapment in the United States if the police sell you illegal substances without revealing themselves.,False,True
0,Science: Mathematics,boolean,easy,The &#039;Squaring the Circle&#039; problem is solvable.,False,True
0,Geography,boolean,medium,The Southeast Asian island of Borneo is politically divided among 3 countries.,True,False
0,Entertainment: Video Games,boolean,easy,Niko Bellic is the protagonist of Grand Theft Auto IV.,True,False
0,Entertainment: Video Games,boolean,medium,"In Half-Life 2, if you play the zombies&#039; speech in reverse, they actually speak coherent English.",True,False
0,History,boolean,easy,Adolf Hitler was a german soldier in World War I.,True,False
0,Science: Computers,boolean,hard,DHCP stands for Dynamic Host Configuration Port.,False,True
0,History,boolean,medium,Abraham Lincoln was the first U.S. President to be born outside the borders of the thirteen original states. ,True,False
0,Animals,boolean,medium,The Platypus is a mammal.,True,False
0,Science: Computers,boolean,medium,It&#039;s not possible to format a write-protected DVD-R Hard Disk.,True,False
0,Entertainment: Video Games,boolean,easy,"The Konami Code is known as Up, Up, Down, Down, Left, Right, Right, Left, B, A, Start.",False,True
0,Entertainment: Video Games,boolean,easy,"In &quot;Undertale&quot;, the main character of the game is Sans.",False,True
0,Entertainment: Video Games,boolean,easy,Valve&#039;s &quot;Portal&quot; and &quot;Half-Life&quot; franchises exist within the same in-game universe.,True,False
0,Entertainment: Video Games,boolean,medium,Resident Evil 4 was originally meant to be a Nintendo GameCube exclusive.,True,False
0,General Knowledge,boolean,hard,Stagecoach owned &quot;South West Trains&quot; before losing the rights to FirstGroup and MTR in March of 2017.,True,False
0,Entertainment: Video Games,boolean,medium,"In &quot;Call Of Duty: World At War&quot;, the first appearance of the &quot;PPSH-41&quot; in &quot;Zombies&quot; was in the map &quot;Der Riese&quot;.",False,True
0,Entertainment: Music,boolean,hard,The song Scatman&#039;s World was released after Scatman (Ski-Ba-Bop-Ba-Dop-Bop).,True,False
0,Entertainment: Cartoon & Animations,boolean,medium,Nutcracker Suite was one of the musical pieces featured in Disney&#039;s 1940&#039;s film Fantasia.,True,False
0,Science & Nature,boolean,easy,A plant that has a life cycle for more than a year is known as an annual.,False,True
0,Animals,boolean,medium,An octopus can fit through any hole larger than its beak.,True,False
0,Entertainment: Video Games,boolean,easy,"The Indie Game Development Studio Cing, developers of Hotel Dusk and Last Window, went bankrupt on March 1st, 2010.",True,False
0,Geography,boolean,easy,The Republic of Malta is the smallest microstate worldwide.,False,True
0,Entertainment: Film,boolean,medium,There aren&#039;t any live-action clones in &quot;Star Wars: Episode III - Revenge of the Sith&quot;.,True,False
0,Animals,boolean,easy,Kangaroos keep food in their pouches next to their children.,False,True
0,Entertainment: Video Games,boolean,easy,In Kingdom Hearts the Paopu fruit is said to intertwine the destinies for two people forever.,True,False
0,Science & Nature,boolean,easy,Salt is 100% composed of Sodium.,False,True
0,Science & Nature,boolean,easy,An atom contains a nucleus.,True,False
0,Science & Nature,boolean,medium,"Centripedal force is an apparent force that acts outward on a body moving around a center, arising from the body&#039;s inertia.",False,True
0,Science: Computers,boolean,medium,Early RAM was directly seated onto the motherboard and could not be easily removed.,True,False
0,Entertainment: Film,boolean,easy,Brandon Routh plays the titular character in the movie &quot;John Wick&quot;.,False,True
0,Entertainment: Television,boolean,medium,"In &quot;Star Trek&quot;, Klingons respect William Shakespeare, they even suspect him having a Klingon lineage.",True,False
0,Entertainment: Video Games,boolean,medium,"In Portal, the Companion Cube&#039;s ARE sentient.",True,False
0,Entertainment: Video Games,boolean,medium,"In &quot;Starbound&quot;, the track played by the Decorated Music Box is named &quot;Atlas&quot;.",True,False
0,Science: Mathematics,boolean,easy,The sum of any two odd integers is odd.,False,True
0,General Knowledge,boolean,easy,Scotland voted to become an independent country during the referendum from September 2014.,False,True
0,Geography,boolean,easy,New Haven is the capital city of the state of Connecticut in the United States.,False,True
0,Science & Nature,boolean,medium,Pneumonoultramicroscopicsilicovolcanoconiosis is a synonym for the disease known as silicosis.,True,False
0,Entertainment: Video Games,boolean,medium,"In the Season One Championship of &quot;Leauge of Legends&quot;, the highest achievable rank was Diamond.",False,True
0,Science & Nature,boolean,medium,Sound can travel through a vacuum.,False,True
0,Sports,boolean,easy,Manchester United won the 2013-14 English Premier League.,False,True
0,History,boolean,medium,"In World War II, Hawker Typhoons served in the Pacific theater.",False,True
0,Science: Mathematics,boolean,medium,"The proof for the Chinese Remainder Theorem used in Number Theory was NOT developed by its first publisher, Sun Tzu.",True,False
0,Entertainment: Film,boolean,medium,The colour of the pills in the Matrix were Blue and Yellow.,False,True
0,Geography,boolean,medium,Vietnam is the only country in the world that starts with V. ,False,True
0,History,boolean,easy,"United States President John F. Kennedy was assassinated during his presidential motorcade in Atlanta, Georgia on November 22nd, 1963.",False,True
0,Entertainment: Video Games,boolean,easy,Solid Snake is actually a clone from the DNA of Big Boss in the Metal Gear Solid series&#039; history.,True,False
0,Science & Nature,boolean,medium,"Scientists accidentally killed the once known world&#039;s oldest living creature, a mollusc, known to be aged as 507 years old.",True,False
0,Politics,boolean,easy,Russia passed a law in 2013 which outlaws telling children that homosexuals exist.,True,False
0,History,boolean,hard,"The Battle of Trafalgar took place on October 23rd, 1805",False,True
0,Science: Mathematics,boolean,medium,E = MC3,False,True
0,Vehicles,boolean,medium,Bugatti was an Italian car manufacturer.,False,True
0,Entertainment: Music,boolean,easy,Stevie Wonder&#039;s real name is Stevland Hardaway Morris.,True,False
0,Entertainment: Video Games,boolean,medium,David Baszucki was a co-founder of ROBLOX Corporation.,True,False
0,History,boolean,hard,The USS Missouri (BB-63) last served in the Korean War.,False,True
0,Sports,boolean,easy,"In Rugby League, performing a &quot;40-20&quot; is punished by a free kick for the opposing team.",False,True
0,Entertainment: Video Games,boolean,medium,"In &quot;Super Mario World&quot;, the rhino mini-boss, Reznor, is named after the lead singer of the band &quot;Nine Inch Nails&quot;.",True,False
0,Science: Mathematics,boolean,hard,"In Topology, the complement of an open set is a closed set.",True,False
0,Entertainment: Japanese Anime & Manga,boolean,hard,"In the &quot;To Love-Ru&quot; series, Peke is considered a female robot.",True,False
0,Entertainment: Music,boolean,easy,The 2011 movie &quot;The Adventures of Tintin&quot; was directed by Steven Spielberg.,True,False
0,Science: Mathematics,boolean,easy,A scalene triangle has two sides of equal length.,False,True
0,General Knowledge,boolean,medium,Popcorn was invented in 1871 by Frederick W. Rueckheim in the USA where he sold the snack on the streets of Chicago.,False,True
0,Geography,boolean,easy,"There is an island in Japan called Ōkunoshima, A.K.A. &quot;Rabbit Island&quot;, so named because of it&#039;s huge population of rabbits.",True,False
0,Science & Nature,boolean,medium,The Neanderthals were a direct ancestor of modern humans.,False,True
0,Science & Nature,boolean,medium,The Doppler effect applies to light.,True,False
0,General Knowledge,boolean,medium,Coca-Cola&#039;s original colour was green.,False,True
0,Entertainment: Books,boolean,easy,The book 1984 was published in 1949.,True,False
0,Entertainment: Japanese Anime & Manga,boolean,easy,"In Kill La Kill, the weapon of the main protagonist is a katana. ",False,True
0,General Knowledge,boolean,easy,The Sun rises from the North.,False,True
0,History,boolean,medium,The Hundred Years&#039; War was fought for more than a hundred years.,True,False
0,Entertainment: Television,boolean,medium,"Klingons once had a period of Democracy in their history, they referred to it as the &quot;Dark Times&quot;.",True,False
0,History,boolean,hard,"During the Winter War, the amount of Soviet Union soliders that died or went missing was five times more than Finland&#039;s.",True,False
0,Celebrities,boolean,easy,Tupac Shakur died due to complications from being stabbed in 1996.,False,True
0,Animals,boolean,medium,Finnish Lapphund dogs were used for herding reindeer.,True,False
0,Science & Nature,boolean,medium,A person can get sunburned on a cloudy day.,True,False
0,Mythology,boolean,easy,"In Norse mythology, Thor once dressed as a woman.",True,False
0,Entertainment: Musicals & Theatres,boolean,easy,"In the play Oedipus Rex, Oedipus kills his father due to jealousy in loving his mother.",False,True
0,Politics,boolean,easy,There was a satirical candidate named &quot;Deez Nuts&quot; running in the 2016 US presidential elections.,True,False
0,Science: Computers,boolean,easy,The programming language &quot;Python&quot; is based off a modified version of &quot;JavaScript&quot;.,False,True
0,Entertainment: Comics,boolean,hard,"In the comic book &quot;Archie&quot;, Betty is friends with Veronica because she is rich.",False,True
0,General Knowledge,boolean,medium,"The bikini is named after the &quot;Bikini Atoll&quot;, an island where the United States conducted tests on atomic bombs.",True,False
0,Science: Computers,boolean,easy,RAM stands for Random Access Memory.,True,False
0,Entertainment: Video Games,boolean,hard,"In &quot;Metal Gear Solid 2&quot;, you will see through the eyes of Psycho Mantis if you go first person during his boss fight.",True,False
0,Entertainment: Video Games,boolean,easy,The 2005 video game &quot;Call of Duty 2: Big Red One&quot; is not available on PC.,True,False
0,Geography,boolean,medium,&quot;Mongolia&quot; was a part of the now non-existent U.S.S.R.,False,True
0,Mythology,boolean,hard,Rannamaari was a sea demon that haunted the people of the Maldives and had to be appeased monthly with the sacrifice of a virgin girl.,True,False
0,Entertainment: Music,boolean,easy,"The alternative rock band, They Might Be Giants, released their album &#039;Flood&#039; in 1990. ",True,False
0,Entertainment: Video Games,boolean,easy,The names of Tom Nook&#039;s cousins in the Animal Crossing franchise are named &quot;Timmy&quot; and &quot;Jimmy&quot;.,False,True
0,Entertainment: Video Games,boolean,easy,"In Terraria, you can craft the Cell Phone pre-hardmode.",True,False
0,Entertainment: Music,boolean,medium,"For his performance at ComplexCon 2016 in Long Beach, California, Skrillex revived his &quot;Mothership&quot; set piece for one night only.",True,False
0,Entertainment: Cartoon & Animations,boolean,medium,Nickelodeon rejected the pilot to Adventure Time.,True,False
0,Entertainment: Television,boolean,easy,"In &quot;Star Trek&quot;, Klaang is a typical Klingon male.",True,False
0,Geography,boolean,easy,Nova Scotia is on the east coast of Canada.,True,False
0,Science: Computers,boolean,medium,FLAC stands for &quot;Free Lossless Audio Condenser&quot;&#039;,False,True
0,Entertainment: Video Games,boolean,easy,English new wave musician Gary Numan founded the video game development company Facepunch Studios in March 2009.,False,True
0,General Knowledge,boolean,easy,French is an official language in Canada.,True,False
0,Entertainment: Video Games,boolean,easy,Pac-Man was invented by the designer Toru Iwatani while he was eating pizza.,True,False
0,Entertainment: Video Games,boolean,medium,Metal Gear Solid V: The Phantom Pain runs on the Fox Engine.,True,False
0,Science & Nature,boolean,medium,Anatomy considers the forms of macroscopic structures such as organs and organ systems.,True,False
0,Animals,boolean,easy,Rabbits are rodents.,False,True
0,Politics,boolean,medium,George W. Bush lost the popular vote in the 2004 United States presidential election.,False,True
0,Entertainment: Music,boolean,medium,"3 members of 2 Live Crew were arrested for playing songs from their album, As Nasty As They Wanna Be, live.",True,False
0,Science & Nature,boolean,easy,"Celiac Disease is a disease that effects the heart, causing those effected to be unable to eat meat.",False,True
0,Entertainment: Cartoon & Animations,boolean,medium,Night on Bald Mountain was one of the musical pieces featured in Disney&#039;s 1940&#039;s film Fantasia.,True,False
0,Science: Computers,boolean,medium,The HTML5 standard was published in 2014.,True,False
0,Animals,boolean,easy,A slug&rsquo;s blood is green.,True,False
0,History,boolean,easy,The Spitfire originated from a racing plane.,True,False
0,General Knowledge,boolean,easy,A scientific study on peanuts in bars found traces of over 100 unique specimens of urine.,False,True
0,Entertainment: Video Games,boolean,easy,Danganronpa 2: Goodbye Despair featured all of the surviving students from the first game.,True,False
0,Animals,boolean,easy,A flock of crows is known as a homicide.,False,True
0,Science: Computers,boolean,easy,The Windows 7 operating system has six main editions.,True,False
0,Entertainment: Video Games,boolean,easy,"In Pok&eacute;mon, Arbok evolves into Seviper.",False,True
0,Geography,boolean,medium,Norway has a larger land area than Sweden.,False,True
0,Entertainment: Board Games,boolean,hard,The board game Go has more possible legal positions than the number of atoms in the visible universe.,True,False
0,Entertainment: Film,boolean,easy,Actor Tommy Chong served prison time.,True,False
0,Science & Nature,boolean,easy,Igneous rocks are formed by excessive heat and pressure.,False,True
0,Entertainment: Video Games,boolean,medium,"In World of Warcraft lore, Thrall is the original wielder of &quot;Doomhammer&quot;.",False,True
0,General Knowledge,boolean,hard,"In Scandinavian languages, the letter &Aring; means river.",True,False
0,Politics,boolean,easy,Donald Trump won the popular vote in the 2016 United States presidential election.,False,True
0,Entertainment: Television,boolean,medium,Bob Ross was a US Air Force pilot.,False,True
0,General Knowledge,boolean,easy,"&quot;27 Club&quot; is a term used to refer to a list of famous actors, musicians, and artists who died at the age of 27.",True,False
0,General Knowledge,boolean,hard,"Spoon theory is a theory, utilizing &quot;Spoons&quot; as a metaphor for energy they can use in a day.",True,False
0,Science & Nature,boolean,easy,"Water always boils at 100&deg;C, 212&deg;F, 373.15K, no matter where you are.",False,True
0,Entertainment: Cartoon & Animations,boolean,medium,Blue Danube was one of the musical pieces featured in Disney&#039;s 1940&#039;s film Fantasia.,False,True
0,Geography,boolean,easy,Greenland is almost as big as Africa.,False,True
0,General Knowledge,boolean,medium,The sum of all the numbers on a roulette wheel is 666.,True,False
0,Entertainment: Video Games,boolean,hard,The first &quot;Metal Gear&quot; game was released for the PlayStation 1.,False,True
0,Science: Mathematics,boolean,hard,The binary number &quot;101001101&quot; is equivalent to the Decimal number &quot;334&quot;,False,True
0,General Knowledge,boolean,medium,Cucumbers are usually more than 90% water.,True,False
0,Entertainment: Video Games,boolean,hard,"In &quot;Portal 2&quot;, Cave Johnson started out Aperture Science as a shower curtain company.",True,False
0,General Knowledge,boolean,medium,Sitting for more than three hours a day can cut two years off a person&#039;s life expectancy.,True,False
0,General Knowledge,boolean,medium,The French word to travel is &quot;Travail&quot;,False,True
0,Entertainment: Music,boolean,hard,The band STRFKR was also briefly known as Pyramiddd.,True,False
0,Science & Nature,boolean,easy,An average human can go two weeks without water.,False,True
0,Entertainment: Music,boolean,easy,Michael Jackson wrote The Simpsons song &quot;Do the Bartman&quot;.,False,True
0,Entertainment: Video Games,boolean,easy,"In the &quot;S.T.A.L.K.E.R.&quot; series, the Freedom faction wishes to destroy the supernatural area known as  &quot;the Zone&quot;.",False,True
0,General Knowledge,boolean,medium,Francis Bacon died from a fatal case of pneumonia while he was attempting to preserve meat by stuffing a chicken with snow.,True,False
0,Entertainment: Film,boolean,easy,"Han Solo&#039;s co-pilot and best friend, &quot;Chewbacca&quot;, is an Ewok.",False,True
0,Entertainment: Video Games,boolean,easy,There are 6 legendary cards in &quot;Clash Royale&quot;.,False,True
0,Animals,boolean,medium,The average lifespan of a wildcat is only around 5-6 years. ,False,True
0,Entertainment: Books,boolean,easy,Stephen Chbosky wrote the book &#039;The Perks of Being A Wallflower&#039;.,True,False
0,Entertainment: Board Games,boolean,easy,"There is a Donald Trump Board Game, which was made in 1989.",True,False
0,Entertainment: Film,boolean,easy,"In the original Star Wars trilogy, David Prowse was the actor who physically portrayed Darth Vader.",True,False
0,Entertainment: Video Games,boolean,medium,"In Monster Hunter Generations, guild style is a type of hunting style.",True,False
0,Science: Computers,boolean,medium,"Linus Sebastian is the creator of the Linux kernel, which went on to be used in Linux, Android, and Chrome OS.",False,True
0,Entertainment: Music,boolean,medium,Nick Mason is the only member to appear on every Pink Floyd album.,True,False
0,Sports,boolean,medium,"During Wimbledon, spectators in the grounds can buy the tennis balls that have been used in matches.",True,False
0,Science: Computers,boolean,easy,Linus Torvalds created Linux and Git.,True,False
0,Entertainment: Film,boolean,easy,The word &quot;Inception&quot; came from the 2010 blockbuster hit &quot;Inception&quot;.,False,True
0,Science & Nature,boolean,medium,Type 1 diabetes is a result of the liver working improperly.,False,True
0,Entertainment: Video Games,boolean,easy,"In &quot;Super Mario 3D World&quot;, the Double Cherry power-up originated from a developer accidentally making two characters controllable.",True,False
0,History,boolean,medium,"In 1967, a magazine published a story about extracting hallucinogenic chemicals from bananas to raise moral questions about banning drugs.",True,False
0,Entertainment: Comics,boolean,medium,"In the webcomic Homestuck, the first character introduced is Dave Strider.",False,True
0,Geography,boolean,medium,Liechtenstein does not have an airport.,True,False
0,Entertainment: Video Games,boolean,medium,Mortal Kombat was almost based on Jean-Claude Van Damme movie.,True,False
0,Sports,boolean,medium,"In 2008, Usain Bolt set the world record for the 100 meters with one shoelace untied.",True,False
0,Celebrities,boolean,medium,Michael Jackson had a pet python named &lsquo;Crusher&rsquo;.,True,False
0,Geography,boolean,easy,San Marino is the only country completely surrounded by another country.,False,True
0,Geography,boolean,medium,Israel is 7 hours ahead of New York.,True,False
0,History,boolean,medium,Assyrian king Sennacherib&#039;s destruction of Babylon in 689 BCE was viewed as a triumph by other Assyrian citizens.,False,True
0,General Knowledge,boolean,hard,&quot;Number 16 Bus Shelter&quot; was a child&#039;s name that was approved by the New Zealand government.,True,False
0,Celebrities,boolean,easy,"Marilyn Monroe was born on July 1, 1926.",False,True
0,Entertainment: Television,boolean,medium,An episode of &quot;The Simpsons&quot; is dedicated to Moe Szyslak&#039;s bar rag.,True,False
0,Science: Mathematics,boolean,medium,"111,111,111 x 111,111,111 = 12,345,678,987,654,321",True,False
0,History,boolean,medium,"If you grab the bladed end of a longsword in a specific way, you will not cut yourself.",True,False
0,Entertainment: Cartoon & Animations,boolean,medium,Snagglepuss was part of the Yogi Yahooies in the 1977 show Scooby&#039;s All-Star Laff-a-Lympics.,False,True
0,Art,boolean,medium,"Venus of Willendorf is one of the earliest works of art, depicting the planets Mars and Venus embrace in the heavens at night.",False,True
0,General Knowledge,boolean,medium,The US emergency hotline is 911 because of the September 11th terrorist attacks.,False,True
0,Sports,boolean,medium,Soccer player Cristiano Ronaldo opened a museum dedicated to himself.,True,False
0,Entertainment: Video Games,boolean,easy,"In &quot;Sonic Adventure&quot;, you are able to transform into Super Sonic at will after completing the main story.",False,True
0,Entertainment: Film,boolean,easy,Ewan McGregor did not know the name of the second prequel film of Star Wars during and after filming.,True,False
0,Entertainment: Video Games,boolean,easy,The main playable character of the 2015 RPG &quot;Undertale&quot; is a monster.,False,True
0,General Knowledge,boolean,hard,Pluto is a planet.,False,True
0,Entertainment: Television,boolean,easy,"In &quot;Doctor Who&quot;, the Doctor gets his TARDIS by stealing it.",True,False
0,Science: Mathematics,boolean,medium,You can square root a negative number with an imaginary number &quot;i&quot;.,True,False
0,Entertainment: Music,boolean,medium,Metallica collaborated with Rowan Atkinson&#039;s Mr Bean on a 1992 comic relief single.,False,True
0,Vehicles,boolean,hard,In 1993 Swedish car manufacturer Saab experimented with replacing the steering wheel with a joystick in a Saab 9000.,True,False
0,General Knowledge,boolean,medium,&quot;Typewriter&quot; is the longest word that can be typed using only the first row on a QWERTY keyboard.,True,False
0,Entertainment: Video Games,boolean,hard,Unturned originally started as a Roblox game.,True,False
0,Science: Computers,boolean,easy,Pointers were not used in the original C programming language; they were added later on in C++.,False,True
0,General Knowledge,boolean,medium,Furby was released in 1998.,True,False
0,Entertainment: Video Games,boolean,easy,Tetris is the #1 best-selling video game of all-time.,True,False
0,History,boolean,easy,Adolf Hitler was tried at the Nuremberg trials.,False,True
0,History,boolean,medium,Adolf Hitler was accepted into the Vienna Academy of Fine Arts.,False,True
0,Entertainment: Japanese Anime & Manga,boolean,easy,Kiznaiver is an adaptation of a manga.,False,True
0,Entertainment: Video Games,boolean,medium,&quot;Return to Castle Wolfenstein&quot; was the only game of the Wolfenstein series where you don&#039;t play as William &quot;B.J.&quot; Blazkowicz.,False,True
0,Entertainment: Video Games,boolean,hard,The retail disc of Tony Hawk&#039;s Pro Skater 5 only comes with the tutorial.,True,False
0,History,boolean,medium,The M41 Walker Bulldog remains in service in some countries to this day.,True,False
0,Art,boolean,medium,Vincent van Gogh cut off one of his ears.,True,False
0,Science: Computers,boolean,medium,The open source program Redis is a relational database server.,False,True
0,Vehicles,boolean,medium,"When BMW was established in 1916, it was producing automobiles.",False,True
0,Science: Mathematics,boolean,hard,L&#039;H&ocirc;pital was the mathematician who created the homonymous rule that uses derivatives to evaluate limits with indeterminations.,False,True
0,Entertainment: Video Games,boolean,easy,"Several characters in &quot;Super Mario 64&quot; blink their eyes, including Mario himself.",True,False
0,Animals,boolean,easy,The Axolotl is an amphibian that can spend its whole life in a larval state.,True,False
0,Science & Nature,boolean,medium,Chickens can live without a head.,True,False
0,Sports,boolean,medium,Skateboarding will be included in the 2020 Summer Olympics in Tokyo.,True,False
0,Entertainment: Video Games,boolean,easy,"In Team Fortress 2, being disguised as a scout or medic results in a speed boost.",False,True
0,Entertainment: Video Games,boolean,easy,"In the game &quot;Subnautica&quot;, a &quot;Spadefish&quot; will attack you.",False,True
0,Entertainment: Film,boolean,medium,Sean Connery wasn&#039;t in &quot;Indiana Jones and the Kingdom of the Crystal Skull&quot; because he found retirement too enjoyable.,True,False
0,Science: Computers,boolean,easy,Time on Computers is measured via the EPOX System.,False,True
0,History,boolean,medium,Martin Luther King Jr. and Anne Frank were born the same year. ,True,False
0,History,boolean,easy,Thomas Crapper was a plumber who invented the flushing toilet.,False,True
0,Science: Mathematics,boolean,easy,An isosceles triangle has two sides of equal length as opposed to three.,True,False
0,General Knowledge,boolean,easy,Nutella is produced by the German company Ferrero.,False,True
0,History,boolean,easy,"The United States of America declared their independence from the British Empire on July 4th, 1776.",True,False
0,Entertainment: Video Games,boolean,easy,"In Sonic the Hedgehog universe, Tails&#039; real name is Miles Prower.",True,False
0,General Knowledge,boolean,easy,Dihydrogen Monoxide was banned due to health risks after being discovered in 1983 inside swimming pools and drinking water.,False,True
0,Entertainment: Video Games,boolean,medium,Hidden in the files for &quot;Mario Kart Arcade GP&quot; is a picture of the Beslan school hostage crisis.,True,False
0,General Knowledge,boolean,easy,A pasodoble is a type of Italian pasta sauce.,False,True
0,Geography,boolean,medium,The flag of South Africa features 7 colours.,False,True
0,Entertainment: Video Games,boolean,hard,"TF2: Sentry rocket damage falloff is calculated based on the distance between the sentry and the enemy, not the engineer and the enemy",False,True
0,Science: Gadgets,boolean,medium,The Western Electric Model 500 telephone uses tone dialing to dial phone numbers.,False,True
0,Entertainment: Film,boolean,hard,"&quot;Cube&quot;, &quot;Cube 2: Hypercube&quot; and &quot;Cube Zero&quot; were directed by the same person.",False,True
0,Politics,boolean,easy,One of Barack Obama&#039;s United States presidential campaign slogan&#039;s was &quot;Yes We Can&quot;.,True,False
0,Entertainment: Video Games,boolean,medium,"In &quot;Call Of Duty: Zombies&quot;, you can upgrade the &quot;Apothicon Servant&quot; in the &quot;Shadows Of Evil&quot; map.",False,True
0,Entertainment: Video Games,boolean,medium,The scrapped Sonic the Hedgehog 2 level &quot;Hidden Palace Zone&quot; was later reused in the iOS port of the game. ,True,False
0,Entertainment: Video Games,boolean,medium,Amazon acquired Twitch in August 2014 for $970 million dollars.,True,False
0,Geography,boolean,easy,St. Louis is the capital of the US State Missouri.,False,True
0,Entertainment: Japanese Anime & Manga,boolean,easy,"In the &quot;To Love-Ru&quot; series, Golden Darkness is sent to kill Lala Deviluke.",False,True
0,History,boolean,easy,The Tiananmen Square protests of 1989 were held in Hong Kong.,False,True
0,Entertainment: Video Games,boolean,medium,The ADAM collecters in the Bioshock series are known as Little Sisters.,True,False
0,Entertainment: Video Games,boolean,medium,"In the game &quot;Subnautica&quot;, a &quot;Cave Crawler&quot; will attack you.",True,False
0,Entertainment: Video Games,boolean,medium,DragonForce&#039;s &#039;Through the Fire and Flames&#039; is widely considered to be the hardest song in the Guitar Hero series.,True,False
0,Entertainment: Video Games,boolean,medium,The first Maxis game to feature the fictional language &quot;Simlish&quot; was The Sims (2000).,False,True
0,Entertainment: Japanese Anime & Manga,boolean,easy,Gosho Aoyama Made This Series: (Detective Conan / Case Closed!),True,False
0,General Knowledge,boolean,medium,The vapor produced by e-cigarettes is actually water.,False,True
0,Entertainment: Music,boolean,easy,American rapper Dr. Dre actually has a Ph.D. doctorate.,False,True
0,History,boolean,easy,The United States was a member of the League of Nations.,False,True
0,Mythology,boolean,easy,"According to Greek Mythology, Atlas was an Olympian God.",False,True
0,Entertainment: Film,boolean,hard,The weapon Clint Eastwood uses in &quot;Dirty Harry&quot; was a .44 Automag.,False,True
0,Science: Mathematics,boolean,medium,The set of all algebraic numbers is countable.,True,False
0,General Knowledge,boolean,medium,The British organisation CAMRA stands for The Campaign for Real Ale.,True,False
